,actor_1_avg_gross,actor_1_avg_profit,actor_1_movie_count,actor_1_name,actor_1_top_profit,actor_1_tot_gross,actor_1_total_profit
0,214788173.25,0.52295198138,4,CCH Pounder,2.20888543038,859152693.0,2.09180792552
1,125741989.238,0.409036308009,21,Leonardo DiCaprio,2.29336151,2640581774.0,8.58976246819
2,117453577.5,0.254665776961,2,Joe Morton,1.00826813725,234907155.0,0.509331553922
3,60399770.4545,46.9565249337,11,Jamie Lee Curtis,155.666666667,664397475.0,516.52177427
4,35255926.7778,0.800642075433,9,Michael Biehn,4.90769230769,317303341.0,7.2057786789
5,95250997.4872,1.43004050729,39,Johnny Depp,21.993888,3714788902.0,55.7715797843
6,92142165.9032,1.66911490331,31,J.K. Simmons,18.1323786667,2856407143.0,51.7425620025
7,47828092.7742,0.0910381132614,31,Nicolas Cage,7.88009638889,1482670876.0,2.8221815111
8,112287502.2,-0.106774643968,5,Christoph Waltz,0.4479776,561437511.0,-0.533873219841
9,304360277.0,0.521801385,2,Albert Finney,0.521801385,608720554.0,1.04360277
10,136023294.833,1.58768610627,24,Tom Hanks,7.725,3264559076.0,38.1044665505
11,50960167.9231,1.04889090239,13,Jake Gyllenhaal,4.93041807143,662482183.0,13.635581731
12,51449540.5,0.422890031111,6,Catherine O'Hara,3.8884444,308697243.0,2.53734018667
13,57062013.0455,0.686577875472,22,Kevin Spacey,7.67053646667,1255364287.0,15.1047132604
14,80488348.2222,-0.34319637178,9,Tom Hardy,0.792522568,724395134.0,-3.08876734602
15,78779334.85,0.228308609434,20,Christian Bale,2.74287212,1575586697.0,4.56617218868
16,45767268.65,0.320644696426,20,Matthew McConaughey,4.4593028,915345373.0,6.41289392852
17,54533610.8462,1.72615699094,13,Al Pacino,21.4703253333,708936941.0,22.4400408823
18,11244805.0,0.0816607796296,3,Callum Rennie,1.83676488889,33734415.0,0.244982338889
19,40122674.5,-0.262584707053,2,Daryl Sabara,0.197778333333,80245349.0,-0.525169414107
20,253613072.0,0.650437862884,3,John Ratzenberger,1.03377309167,760839216.0,1.95131358865
21,196766245.5,1.39908046433,2,Alexander Gould,3.05147734043,393532491.0,2.79816092866
22,234903076.0,0.0925724465116,2,Tim Holmes,0.0925724465116,469806152.0,0.185144893023
23,39643830.6667,0.767122015278,3,Bojana Novakovic,2.3583175,118931492.0,2.30136604583
24,68774393.2857,1.84110550748,7,Gary Cole,4.7162036,481420753.0,12.8877385523
25,11501093.0,-0.115300538462,1,Patricia Tallman,-0.115300538462,11501093.0,-0.115300538462
26,3048055.0,-0.119666333333,2,Ted Raimi,0.64529,6096110.0,-0.239332666667
27,200807262.0,-0.227664376923,1,Brad Garrett,-0.227664376923,200807262.0,-0.227664376923
28,181942199.2,0.229522550029,15,Chris Hemsworth,1.83308885,2729132988.0,3.44283825044
29,28864331.25,1.69397856994,4,Adam Baldwin,8.13333333333,115457325.0,6.77591427976
30,87426950.5,0.751114860707,8,Alan Rickman,2.44791666667,699415604.0,6.00891888566
31,230187140.875,1.72991933786,8,Robert Pattinson,4.93247268,1841497127.0,13.8393547029
32,120932971.286,-0.0545410856372,7,Henry Cavill,0.5493744,846530799.0,-0.38178759946
33,107503316.0,-0.173051415385,1,Matt Frewer,-0.173051415385,107503316.0,-0.173051415385
34,25034383.0,-0.260802175245,3,Abbie Cornish,-0.0006826,75103149.0,-0.782406525735
35,78017669.0,-0.0932246660703,5,Jon Hamm,0.45791836,390088345.0,-0.466123330352
36,69410953.5263,0.0918847519707,19,Gerard Butler,2.239886,1318808117.0,1.74581028744
37,82994839.0,0.443807157004,5,Ty Burrell,1.26483211538,414974195.0,2.21903578502
